(シ_ _)シ sorry
(*_ _)人 sorry
m(. .)m sorry
m(_ _;m) sorry
<(_ _)> sorry
(m;_ _)m sorry
ψ( ` ∇ ´ )ψ flipoff
(凸ಠ益ಠ)凸 flipoff
凸(`△´＃) flipoff
凸( ` ﾛ ´ )凸 flipoff
(҂` ﾛ ´)凸 flipoff
┌∩┐(◣_◢)┌∩┐ flipoff
ψ(▼へ▼メ)～→ flipoff
凸(￣ヘ￣) flipoff
( ´(ｴ)ˋ ) bear
(￣(ｴ)￣) bear
⊂(´(ェ)ˋ)⊃ bear
ʕ •ᴥ• ʔ bear
(*￣(ｴ)￣*) bear
ヽ( ˋ(ｴ)´ )ﾉ bear
(/-(ｴ)-＼) bear
ʕ •̀ ω •́ ʔ bear
ヽ(￣(ｴ)￣)ﾉ bear
⊂(￣(ｴ)￣)⊃ bear
(/°(ｴ)°)/ bear
ʕ •̀ o •́ ʔ bear
(／￣(ｴ)￣)／ bear
(／(ｴ)＼) bear
ʕ ᵔᴥᵔ ʔ bear
(￣Θ￣) bird
＼( ˋ Θ ´ )／ bird
(･Θ･) bird
(`･Θ･´) bird
(･θ･) bird
( ˋ Θ ´ ) bird
(・Θ・) bird
(◉Θ◉) bird
ヾ(￣◇￣)ノ〃 bird
(=^･ω･^=) cat
(= ; ｪ ; =) cat
(=⌒‿‿⌒=) cat
(＾• ω •＾) cat
ଲ(ⓛ ω ⓛ)ଲ cat
ଲ(ⓛ ω ⓛ)ଲ cat
(^◔ᴥ◔^) cat
(=^･ｪ･^=) cat
(=`ω´=) cat
(=^ ◡ ^=) cat
(/ =ω=)/ cat
(^=◕ᴥ◕=^) cat
(^=◕ᴥ◕=^) cat
(^◕ᴥ◕^) cat
(=①ω①=) cat
(=^‥^=) cat
(=^-ω-^=) cat
ฅ(•ㅅ•❀)ฅ cat
( =ω= ) cat
( =ω= ) cat
ต(=ω=)ต cat
( =ω=)..nyaa cat
( =ノωヽ=) cat
ヾ(=`ω´=)ノ” cat
ฅ(• ɪ •)ฅ cat
(^˵◕ω◕˵^) cat
( Φ ω Φ ) cat
(￣ω￣;) confused
┐('～`;)┌ confused
(・_・;) confused
(＠_＠) confused
(•ิ_•ิ)? confused
ლ(¯ロ¯\"ლ) confused
σ(￣、￣〃) confused
(・_・ヾ confused
(￣_￣)・・・ confused
(・・;)ゞ confused
(◎ ◎)ゞ confused
(¯ . ¯٥) confused
(￣～￣;) confused
(〃￣ω￣〃ゞ confused
╮(￣ω￣;)╭ confused
Σ(￣。￣ﾉ) confused
(ーー;) confused
(¯ ¯٥) confused
(-_-;)・・・ confused
┐(￣ヘ￣;)┌ confused
(¯ . ¯;) confused
(・・ ) ? confused
ლ(ಠ_ಠ ლ) confused
(＃＞＜) dissatisfied
(；￣Д￣) dissatisfied
(￢_￢;) dissatisfied
(＾＾＃) dissatisfied
(￣︿￣) dissatisfied
ヾ( ￣O￣)ツ dissatisfied
(ᗒᗣᗕ)՞ dissatisfied
(；⌣̀_⌣́) dissatisfied
(￣□￣」) dissatisfied
(＞ｍ＜) dissatisfied
(︶︹︺) dissatisfied
(＞﹏＜) dissatisfied
(⇀‸↼‶) dissatisfied
(눈_눈) dissatisfied
☆ｏ(＞＜；)○ dissatisfied
(＃￣0￣) dissatisfied
(」°ロ°)」 dissatisfied
(￣ヘ￣) dissatisfied
(--_--) dissatisfied
o(>< )o dissatisfied
(￣ ￣|||) dissatisfied
(＃￣ω￣) dissatisfied
(〃＞＿＜;〃) dissatisfied
<(￣ ﹌ ￣)> dissatisfied
(」＞＜)」 dissatisfied
ಠ_ಠ disapproval
ಠ_ʖಠ disapproval
ಠ-ಠ disapproval
ಠ೧ಠ disapproval
ಠಗಠ disapproval
ಠ-ಠ disapproval
ಠ~ಠ disapproval
ಠ‿‿ಠ disapproval
ಠ,_｣ಠ disapproval
ಠωಠ disapproval
ಠ◡ಠ disapproval
ಠ∀ಠ disapproval
ಠ﹏ಠ disapproval
ಠ‿ಠ disapproval
ರ_ರ disapproval
ರ◡ರ disapproval
ರ╭╮ರ disapproval
ಠ_ಥ disapproval
ಠωಥ disapproval
ಠ‿ಥ disapproval
ಠ╭╮ಥ disapproval
ಠ益ಠ disapproval
ಠヮಠ disapproval
ಠ╭╮ಠ disapproval
ತ_ತ disapproval
ತ,_｣ತ disapproval
(ತ ೧ ತ) disapproval
ತ_ʖತ disapproval
ಗ‿ಗ disapproval
(ಗ_ಗ;) disapproval
(ಸ‿ಸ) disapproval
(ಸ_ಸ) disapproval
(ಠ﹃ಠ) disapproval
(ಠ◞⊱​◟ಠ) disapproval
(ಠ◞౪◟ಠ) disapproval
(ಠ_◞ಠ) disapproval
ಠ ʖ ಠ disapproval
ಠಿ_ಠಿ disapproval
ಠಿ_ಠ disapproval
ಠಿヮಠ disapproval
(ಠ_ಠ)>⌐■-■ disapproval
( ⌐■_-■) disapproval
ᕦ(ಠ_ಠ)ᕤ disapproval
(˵ ಠ‿ ಠ˵) disapproval
ಇ(˵ಠ_ಠ˵)ಇ disapproval
೭(ಠ_ಠ)೨ disapproval
(ง ಠ_ಠ)ง disapproval
(ง ಠل͜ ಠ)ง disapproval
(ಽ ☉ ʖ ☉)ಽ disapproval
ლ(ಠ益ಠლ) disapproval
Σ(ಠ_ಠ) disapproval
ヽ༼ಠ_ಠ༽ﾉ disapproval
(☞ ಠuಠ)☞ disapproval
( ಠ ʖ̫ ಠ) disapproval
ʕಠ_ಠʔ disapproval
(눈‸눈) disapproval
(ب_ب) disapproval
[̲̅$̲̅(̲̅ ಠ_ಠ)̲̅$̲̅] disapproval
( ಠ‿ ಠ)━☆ﾟ.*･｡ﾟ disapproval
(ಠ_ಠ)━☆ﾟ.*･｡ﾟ disapproval
∪＾ェ＾∪ dog
Ｕ^皿^Ｕ dog
∪･ω･∪ dog
ＵＴｪＴＵ dog
∪￣-￣∪ dog
U^ｪ^U dog
∪･ｪ･∪ dog
V●ᴥ●V dog
(￢_￢) doubt
(¬_¬ ) doubt
(↼_↼) doubt
(→_→) doubt
(←_←) doubt
(⇀_⇀) doubt
(￢ ￢) doubt
(¬ ¬ ) doubt
(￢‿￢ ) doubt
(¬‿¬ ) doubt
(⌒_⌒;) embarrassed
(*/_＼) embarrassed
( ◡‿◡ *) embarrassed
(//ω//) embarrassed
(￣▽￣*)ゞ embarrassed
(„ಡωಡ„) embarrassed
(o^ ^o) embarrassed
(*ﾉωﾉ) embarrassed
(ᵔ.ᵔ) embarrassed
(ノ*°▽°*) embarrassed
(⁄ ⁄•⁄ω⁄•⁄ ⁄) embarrassed
(ง ื▿ ื)ว embarrassed
(*/ω＼) embarrassed
(o-_-o) embarrassed
(*ﾉ∀`*) embarrassed
(*^.^*) embarrassed
(*/▽＼*) embarrassed
( 〃▽〃) embarrassed
(*/。＼) embarrassed
(*μ_μ) embarrassed
(//▽//) embarrassed
(*ﾉ▽ﾉ) embarrassed
(⁄ ⁄>⁄ ▽ ⁄<⁄ ⁄) embarrassed
ヽ( ･∀･)ﾉ_θ彡☆Σ(ノ `Д´)ノ enemies
(*`0´)θ☆(メ°皿°)ﾉ enemies
(; -_-)――――――C<―_-) enemies
ヽ(>_<ヽ) ―⊂|=0ヘ(^‿^ ) enemies
(҂` ﾛ ´)︻デ═一 ＼(º □ º l|l)/ enemies
/( .□.)＼ ︵╰(°益°)╯︵ /(.□. /) enemies
(`⌒*)O-(`⌒´Q) enemies
(っ•﹏•)っ ✴==≡눈٩(`皿´҂)ง enemies
(*´∇`)┌θ☆(ﾉ>_<)ﾉ enemies
(o¬‿¬o )...☆ﾐ(*x_x) enemies
＜( ￣︿￣)︵θ︵θ︵☆(＞口＜－) enemies
ヘ(>_<ヘ) ￢o(￣‿￣ﾒ) enemies
(╯°Д°)╯︵ /(.□ . ＼) enemies
(ﾉ-.-)ﾉ….((((((((((((●~* ( >_<) enemies
(((ง’ω’)و三 ง’ω’)ڡ≡　☆⌒ﾐ((x_x) enemies
(｢• ω •)｢ (⌒ω⌒`) enemies
( ￣ω￣)ノﾞ⌒☆ﾐ(o _ _)o enemies
(╬￣皿￣)=○＃(￣#)３￣) enemies
(￣ε(#￣)☆╰╮o(￣▽￣///) enemies
,,((( ￣□)_／ ＼_(○￣ ))),, enemies
(¬_¬'')ԅ(￣ε￣ԅ) enemies
!!(ﾒ￣ ￣)_θ☆°0°)/ enemies
(งಠ_ಠ)ง　σ( •̀ ω •́ σ) enemies
( °ᴗ°)~ð (/❛o❛\\) enemies
( ͡° ͜ʖ ͡°) faces
( . •́ _ʖ •̀ .) faces
( ಠ ͜ʖ ಠ) faces
( ͡ ͜ʖ ͡ ) faces
(ʘ ͜ʖ ʘ) faces
( ͡° ʖ̯ ͡°) faces
( ఠ ͟ʖ ఠ) faces
( ಥ ʖ̯ ಥ) faces
(≖ ͜ʖ≖) faces
(;´༎ຶٹ༎ຶ`) faces
( ͠° ͟ʖ ͡°) faces
( ͡ಠ ʖ̯ ͡ಠ) faces
( ͡• ͜ʖ ͡• ) faces
(ʘ ʖ̯ ʘ) faces
( ͡ᵔ ͜ʖ ͡ᵔ) faces
( ಠ ʖ̯ ಠ) faces
( ･ิ ͜ʖ ･ิ) faces
(ʘ ͟ʖ ʘ) faces
(ノωヽ) fear
(″ロ゛) fear
(/ω＼) fear
(((＞＜))) fear
▓▒░(°◡°)░▒▓ fear
(／。＼) fear
(;;;*_*) fear
(/_＼) fear
{{ (>_<) }} fear
(ﾉ_ヽ) fear
(・人・) fear
〜(＞＜)〜 fear
＼(º □ º l|l)/ fear
..・ヾ(。＞＜)シ fear
＼(〇_ｏ)／ fear
Σ(°△°|||)︴ fear
〣( ºΔº )〣 fear
(°)#))<< fish
(°))<< fish
<・ )))><< fish
>^)))<～～ fish
ζ°)))彡 fish
≧( ° ° )≦ fish
>°))))彡 fish
(っ˘ڡ˘ς) food
( ˘▽˘)っ♨ food
(　・ω・)⊃-[二二] food
(*´ー`)旦 旦(￣ω￣*) food
( ￣▽￣)[] [](≧▽≦ ) food
(*￣▽￣)旦 且(´∀`*) food
( o˘◡˘o) ┌iii┐ food
♨o(>_<)o♨ food
( ・・)つ―{}@{}@{}- food
(*´з`)口ﾟ｡ﾟ口(・∀・ ) food
( *^^)o∀*∀o(^^* ) food
-●●●-ｃ(・・ ) food
(　’ω’)旦~~ food
( ・ω・)o-{{[〃]}} food
( ・・)つ-●●● food
( o^ ^o)且 且(´ω`*) food
( ^^)_旦~~　 ~~U_(^^ ) food
( ・・)つ―●○◎- food
ヾ(・ω・)メ(・ω・)ノ friends
(*^ω^)八(⌒▽⌒)八(-‿‿- )ヽ friends
ヽ( ⌒ω⌒)人(=^‥^= )ﾉ friends
｡*:☆(・ω・人・ω・)｡:゜☆｡ friends
(°(°ω(°ω°(☆ω☆)°ω°)ω°)°) friends
(っ˘▽˘)(˘▽˘)˘▽˘ς) friends
(*＾ω＾)人(＾ω＾*) friends
＼(▽￣ \\ (￣▽￣) / ￣▽)／ friends
ヽ(∀° )人( °∀)ノ friends
＼(＾∀＾)メ(＾∀＾)ノ friends
ヽ(≧◡≦)八(o^ ^o)ノ friends
o(^^o)(o^^o)(o^^o)(o^^)o friends
ヾ(・ω・`)ノヾ(´・ω・)ノ゛ friends
(((*°▽°*)八(*°▽°*))) friends
٩(๑･ิᴗ･ิ)۶٩(･ิᴗ･ิ๑)۶ friends
\\( ˙▿˙ )/\\( ˙▿˙ )/ friends
ヽ( ⌒o⌒)人(⌒-⌒ )ﾉ friends
ヾ(￣ー￣(≧ω≦*)ゝ friends
(*・∀・)爻(・∀・*) friends
(((￣(￣(￣▽￣)￣)￣))) friends
Ψ( `∀)(∀´ )Ψ friends
☆ヾ(*´・∀・)ﾉヾ(・∀・`*)ﾉ☆ friends
(☞°ヮ°)☞ ☜(°ヮ°☜) friends
( ^^)p_____|_o____q(^^ ) games
ヽ(^o^)ρ┳┻┳°σ(^o^)ノ games
( ノ-_-)ノﾞ_□ VS □_ヾ(^-^ヽ) games
Ю　○三　＼(￣^￣＼) games
(／o^)/ °⊥ ＼(^o＼) games
(／_^)／　　●　＼(^_＼) games
ヽ(；^ ^)ノﾞ ．．．...___〇 games
!(;ﾟoﾟ)o/￣￣￣￣￣￣￣~ >ﾟ))))彡 games
\"( (≡|≡))_／ ＼_((≡|≡) )\" games
(=O*_*)=O Q(*_*Q) games
(*・ω・)ﾉ hello
(^-^*)/ hello
ヾ(*'▽'*) hello
(^０^)ノ hello
(*°ｰ°)ﾉ hello
(￣ω￣)/ hello
(≧▽≦)/ hello
(￣▽￣)ノ hello
(＠´ー`)ﾉﾞ hello
＼(⌒▽⌒) hello
~ヾ(・ω・) hello
(・_・)ノ hello
( ´ ω ` )ノﾞ hello
(✧∀✧)/ hello
(°▽°)/ hello
(´• ω •`)ﾉ hello
ヾ(☆▽☆) hello
(・∀・)ノ hello
(o´ω`o)ﾉ hello
(⌒ω⌒)ﾉ hello
(o´▽`o)ﾉ hello
( ´ ∀ ` )ﾉ hello
( ° ∀ ° )ﾉﾞ hello
( ´ ▽ ` )ﾉ hello
ヾ(・ω・*) hello
( ´ ▽ ` )/ hello
(o^ ^o)/ hello
(￣▽￣)/ hello
|･ω･) hide
|д･) hide
┬┴┬┴┤･ω･)ﾉ hide
|･д･)ﾉ hide
ﾍ(･_| hide
|_￣)) hide
┬┴┬┴┤( ͡° ͜ʖ├┬┴┬┴ hide
|ʘ‿ʘ)╯ hide
|ω･)ﾉ hide
|▽//) hide
┬┴┬┴┤(･_├┬┴┬┴ hide
ヾ(･| hide
┬┴┬┴┤(･_├┬┴┬┴ hide
|_・) hide
(づ￣ ³￣)づ hug
(⊃｡•́‿•̀｡)⊃ hug
⊂(´• ω •`⊂) hug
( ~*-*)~ hug
(つ≧▽≦)つ hug
(つ . •́ _ʖ •̀ .)つ hug
⊂(･ω･*⊂) hug
(つ✧ω✧)つ hug
(っಠ‿ಠ)っ hug
⊂(￣▽￣)⊃ hug
(づ ◕‿◕ )づ hug
(づ◡﹏◡)づ hug
⊂( ´ ▽ ` )⊃ hug
ヽ(ー_ー )ノ meh
┐(￣ヘ￣)┌ meh
┐(￣～￣)┌ meh
┐( ´ д ` )┌ meh
╮(︶▽︶)╭ meh
┐(￣ヮ￣)┌ meh
ヽ(´ー` )┌ meh
ヽ(￣～￣　)ノ meh
┐(︶▽︶)┌ meh
╮(︶︿︶)╭ meh
╮( ˘ ､ ˘ )╭ meh
ᕕ( ᐛ )ᕗ meh
┐(‘～` )┌ meh
╮(￣_￣)╭ meh
╮(￣～￣)╭ meh
┐(￣∀￣)┌ meh
┐( ˘_˘ )┌ meh
ヽ(　￣д￣)ノ meh
ヽ(ˇヘˇ)ノ meh
¯\\_(ツ)_/¯ meh
┐( ˘ ､ ˘ )┌ meh
╮( ˘_˘ )╭ meh
(ﾉ´ з `)ノ love
(♡-_-♡) love
(─‿‿─)♡ love
(´ ω `♡) love
(ღ˘⌣˘ღ) love
(´• ω •`) ♡ love
╰(*´︶`*)╯♡ love
(≧◡≦) ♡ love
♡ (˘▽˘>ԅ( ˘⌣˘) love
σ(≧ε≦σ) ♡ love
(˘∀˘)/(μ‿μ) ❤ love
Σ>―(〃°ω°〃)♡→ love
(♡μ_μ) love
(￣ε￣＠) love
(´｡• ᵕ •｡`) ♡ love
♡( ◡‿◡ ) love
(♡°▽°♡) love
(´ ε ` )♡ love
(*˘︶˘*).｡.:*♡ love
(⌒▽⌒)♡ love
( ˘⌣˘)♡(˘⌣˘ ) love
♡ (⇀ 3 ↼) love
❤ (ɔˆз(ˆ⌣ˆc) love
(´,,•ω•,,)♡ love
(*^^*)♡ love
ヽ(♡‿♡)ノ love
(*♡∀♡) love
(◕‿◕)♡ love
♡(｡- ω -) love
(´｡• ω •｡`) ♡ love
(♡˙︶˙♡) love
(*¯ ³¯*)♡ love
(/^-^(^ ^*)/ ♡ love
♡ (￣З￣) love
(´♡‿♡`) love
☆⌒ヽ(*'､^*)chu love
( ´ ∀ `)ノ～ ♡ love
(｡・//ε//・｡) love
(/▽＼*)｡o○♡ love
♡ ～('▽^人) love
( ´ ▽ ` ).｡ｏ♡ love
♡＼(￣▽￣)／♡ love
(っ˘з(˘⌣˘ ) ♡ love
٩(♡ε♡)۶ love
(❤ω❤) love
(°◡°♡) love
(ノ ˘_˘)ノ　ζ|||ζ　ζ|||ζ　ζ|||ζ magic
(ノ°∀°)ノ⌒･*:.｡. .｡.:*･゜ﾟ･*☆ magic
(⊃｡•́‿•̀｡)⊃━✿✿✿✿✿✿ magic
(∩` ﾛ ´)⊃━炎炎炎炎炎 magic
(ﾉ≧∀≦)ﾉ ‥…━━━★ magic
╰( ͡° ͜ʖ ͡° )つ──☆*:・ﾟ magic
(∩ᄑ_ᄑ)⊃━☆ﾟ*･｡*･:≡( ε:) magic
(ﾉ>ω<)ﾉ :｡･:*:･ﾟ’★,｡･:*:･ﾟ’☆ magic
(＃￣□￣)o━∈・・━━━━☆ magic
(/￣ー￣)/~~☆’.･.･:★’.･.･:☆ magic
٩(ˊ〇ˋ*)و misc
(￣^￣)ゞ misc
(－‸ლ) misc
(oT-T)尸 misc
( ͡° ͜ʖ ͡°) misc
[̲̅$̲̅(̲̅ ͡° ͜ʖ ͡°̲̅)̲̅$̲̅] misc
(ಠ_ಠ) misc
౦０o ｡ (‾́。‾́ )y~~ misc
(￣﹃￣) misc
(x(x_(x_x(O_o)x_x)_x)x) misc
(　･ω･)☞ misc
(⌐■_■) misc
(◕‿◕✿) misc
(　￣.)o-　　【　TV　】 misc
｀、ヽ｀ヽ｀、ヽ(ノ＞＜)ノ ｀、ヽ｀☂ヽ｀、ヽ misc
‿︵‿︵‿︵‿ヽ(°□° )ノ︵‿︵‿︵‿︵ misc
( • )( • )ԅ(≖‿≖ԅ) misc
( ＾▽＾)っ✂╰⋃╯ misc
〜〜(／￣▽)／　〜ф misc
ଘ(੭ˊᵕˋ)੭* ੈ✩‧₊˚ misc
ଘ(੭ˊ꒳​ˋ)੭✧ misc
_(:3 」∠)_ misc
∠( ᐛ 」∠)_ misc
ヾ(´〇`)ﾉ♪♪♪ music
ヽ(o´∀`)ﾉ♪♬ music
♪♬((d⌒ω⌒b))♬♪ music
└(＾＾)┐ music
(￣▽￣)/♫•*¨*•.¸¸♪ music
ヾ(⌐■_■)ノ♪ music
乁( • ω •乁) music
♬♫♪◖(● o ●)◗♪♫♬ music
ヘ(￣ω￣ヘ) music
(ﾉ≧∀≦)ﾉ music
└(￣-￣└)) music
┌(＾＾)┘ music
(^_^♪) music
(〜￣△￣)〜 music
(｢• ω •)｢ music
( ˘ ɜ˘) ♬♪♫ music
(〜￣▽￣)〜 music
♪ヽ(^^ヽ)♪ music
((┘￣ω￣)┘ music
＼(￣▽￣)＼ music
(~˘▽˘)~ music
(~‾▽‾)~ music
⁽⁽◝( • ω • )◜⁾⁾ music
♪♪♪ ヽ(ˇ∀ˇ )ゞ music
〜(￣▽￣〜) music
♪(/_ _ )/♪ music
√(￣‥￣√) music
／(￣▽￣)／ music
~(˘▽˘~) music
~(˘▽˘)~ music
✺◟( • ω • )◞✺ music
(*￣ii￣) nosebleed
(＾〃＾) nosebleed
(￣ﾊ￣*) nosebleed
(￣ ¨ヽ￣) nosebleed
\\(￣ﾊ￣) nosebleed
(￣ ;￣) nosebleed
(＾་།＾) nosebleed
(￣ ;;￣) nosebleed
~(>_<~) hurt
(×_×) hurt
(×﹏×) hurt
٩(× ×)۶ hurt
☆⌒(> _ <) hurt
(x_x) hurt
☆(＃××) hurt
_:(´ཀ`」 ∠):_ hurt
☆⌒(>。<) hurt
(×_×)⌒☆ hurt
(＋_＋) hurt
(☆_@) hurt
(x_x)⌒☆ hurt
[ ± _ ± ] hurt
( ´(00)ˋ ) pig
＼(￣(oo)￣)／ pig
(￣(ω)￣) pig
｡ﾟ(ﾟ´(00)`ﾟ)ﾟ｡ pig
ヽ( ˋ(00)´ )ノ pig
(￣(00)￣) pig
( ´(oo)ˋ ) pig
(ˆ(oo)ˆ) pig
／(≧ x ≦)＼ rabbit
／(=･ x ･=)＼ rabbit
／(･ × ･)＼ rabbit
／(^ × ^)＼ rabbit
／(=´x`=)＼ rabbit
／(＞×＜)＼ rabbit
／(^ x ^)＼ rabbit
／(˃ᆺ˂)＼ rabbit
☆ﾐ(o*･ω･)ﾉ run
ε=ε=ε=ε=┌(;￣▽￣)┘ run
ε===(っ≧ω≦)っ run
C= C= C= C= C=┌(;・ω・)┘ run
ε=ε=┌( >_<)┘ run
ヽ(￣д￣;)ノ=3=3=3 run
─=≡Σ((( つ＞＜)つ run
C= C= C= C=┌( `ー´)┘ run
。。。ミヽ(。＞＜)ノ run
(ノ_<。) sad
(μ_μ) sad
o(TヘTo) sad
( ﾟ，_ゝ｀) sad
( ╥ω╥ ) sad
(／ˍ・、) sad
(つω`｡) sad
(T_T) sad
o(〒﹏〒)o sad
(-_-) sad
(ﾉД`) sad
( ; ω ; ) sad
(个_个) sad
(╯_╰) sad
(ノ_<、) sad
(｡T ω T｡) sad
(>_<) sad
(｡•́︿•̀｡) sad
(´-ω-`) sad
(-ω-、) sad
(｡╯︵╰｡) sad
(╯︵╰,) sad
(╥_╥) sad
(╥﹏╥) sad
(ﾉω･､) sad
(っ˘̩╭╮˘̩)っ sad
(ಥ﹏ಥ) sad
.･ﾟﾟ･(／ω＼)･ﾟﾟ･. sad
。゜゜(´Ｏ`) ゜゜。 sad
｡･ﾟﾟ*(>д<)*ﾟﾟ･｡ sad
｡･ﾟ(ﾟ><ﾟ)ﾟ･｡ sad
.｡･ﾟﾟ･(＞_＜)･ﾟﾟ･｡. sad
｡ﾟ(｡ﾉωヽ｡)ﾟ｡ sad
･ﾟ･(｡>ω<｡)･ﾟ･ sad
｡ﾟ･ (>﹏<) ･ﾟ｡ sad
[(－－)]..zzZ sleep
(￣o￣) zzZZzzZZ sleep
(＿ ＿*) Z z z sleep
(－_－) zzZ sleep
(( _ _ ))..zzzZZ sleep
(x . x) ~~zzZ sleep
(∪｡∪)｡｡｡zzZ sleep
(￣ρ￣)..zzZZ sleep
(－ω－) zzZ sleep
(－.－)...zzz sleep
w(°ｏ°)w surprise
(⊙_⊙) surprise
(°ロ°) ! surprise
∑(O_O;) surprise
ヽ(°〇°)ﾉ surprise
(o_O) surprise
(o_O) ! surprise
( : ౦ ‸ ౦ : ) surprise
Σ(O_O) surprise
(O_O;) surprise
(□_□) surprise
Σ(°ロ°) surprise
(O.O) surprise
Σ(□_□) surprise
ノ_<。)ヾ(´ ▽ ` ) sympathy
ヽ(￣ω￣(。。 )ゝ sympathy
(ﾉ_；)ヾ(´ ∀ ` ) sympathy
(´-ω-`( _ _ ) sympathy
｡･ﾟ･(ﾉД`)ヽ(￣ω￣ ) sympathy
(*´ I `)ﾉﾟ(ﾉД｀ﾟ)ﾟ｡ sympathy
(; ω ; )ヾ(´∀`* ) sympathy
(っ´ω`)ﾉ(╥ω╥) sympathy
ρ(- ω -、)ヾ(￣ω￣; ) sympathy
ヽ(~_~(・_・ )ゝ sympathy
(*´ー)ﾉ(ノд`) sympathy
(ｏ・_・)ノ”(ノ_<、) sympathy
( ・∀・)・・・--------☆ weapons
( -ω-)／占~~~~~ weapons
○∞∞∞∞ヽ(^ー^ ) weapons
(*＾＾)/~~~~~~~~~~◎ weapons
((( ￣□)_／ weapons
(ﾒ￣▽￣)︻┳═一 weapons
(/-_・)/D・・・・・------ → weapons
(/・・)ノ　　 (( く ((へ weapons
(; ・_・)――――C weapons
￢o(￣-￣ﾒ) weapons
(ﾒ` ﾛ ´)︻デ═一 weapons
✴==≡눈٩(`皿´҂)ง weapons
(^ω^)ノﾞ(((((((((●～* weapons
―⊂|=0ヘ(^^ ) weapons
(ಠ o ಠ)¤=[]:::::> weapons
―(T_T)→ weapons
( ´-ω･)︻┻┳══━一 weapons
Q(`⌒´Q) weapons
(^_~) wink
(>ω^) wink
(^_<)〜☆ wink
(^_<) wink
(^.~) wink
( ﾟｏ⌒) wink
(~人^) wink
(^人<)〜☆ wink
(^_−)☆ wink
(^_-)≡☆ wink
(^_-) wink
☆⌒(≧▽​° ) wink
(･ω<)☆ wink
(^ω~) wink
( -_・) wink
☆⌒(ゝ。∂) wink
(^.~)☆ wink
__φ(．．) write
ヾ( `ー´)シφ__ write
( ^▽^)ψ__ write
